id,user,avaliation,former_employeer
287,"Atendente - Ex-funcionário, saiu em 2010","Prós: Oportunidade de crescimento, autonomia, ambiente agradável e moderno, mobilidade ( politica de flex office que funciona na prática) e reconhecimento profissional. Contras: Programa de cargos e salários com pouca clareza e muitas burocracias internas que impactam a qualidade das entregas e evolução do negócio...   ",True
288,Analista Fiscal e Contábil,"Prós: Boa empresa, ambiente descontraído e bacana para trabalhar Pessoas boas e solicitas Bastante estimulaste e aprende muito Produto bom e bem interessante para se trabalhar Mercado competitivo Contras: Nao existe plano de carteira definido Muitas vezes tem perfil mas o gestor não promove por conta de falta de planejamento para se ter o nível correto Muitas vezes só se vê números   ",False
289,Analista de TI Sênior,"Prós: Tem alguns defeitos, mas não atrasa o pagamento, tem os benefícios, horas extra no sábado é paga a 100%, no domingo é 100% e uma folga, tem refeição no local, dá refeição e café no refeitório. Contras: Tem alguns pontos, sobre sindicato que não sabem explicar, alguns gestores não profissionais, algumas informações não são passadas para os funcionários. Conselhos para presidência: Ser humilde sempre.   ",False
290,"Agente de Atendimento II - Ex-funcionário, saiu em 2018","Prós: Salário ,vale alimentação, vale transporte tudo em dias as vezes sai até antes.tem muita oportunidade de crescimento dentro da empresa.... Contras: Carga horária excessiva,a empresa deveria escolher melhor os tl a maioria arrogantes tem uns que a equipe nem sabe se ele tá na empresa pq ele entra e sair sem nem dizer um bom dia.os funcionário ficam doentes pegam tipo pânico pq ele não sabe conversa com as pessoas e existe muito favoritismo..   ",True
291,Analista de Crédito Sênior,"Prós: Salários e benefícios acima da média de mercado, boa carteira de clientes, telefone corporativo para funcionário e familiares, Notebook, ajuda de custo para combustível. Contras: Cobrança/pressão exacerbada, área comercial com gestores despreparados que agridem verbalmente os funcionários, ambiente não sadio, apesar de exigir trabalho dentro do horário do ponto indiretamente obrigam a trabalhar horas infindáveis para dar conta de tantos afazeres   ",False
292,Analista,"Prós: Excelentes benefícios, ambiente muito agradável com ótimas acomodações, oportunidades de desenvolvimento da carreira, grandes desenvolvimentos com campanhas de RH e motivação. Contras: Pouca comunicação de oportunidade de vagas em alguns setores, salario um pouco abaixo da media.   ",False
293,"Analista de Testes de Software - Ex-funcionário, saiu em 2018","Prós: Em relação ao pagamento de salário a empresa cumpre o seu compromisso com o funcionário de pagar em dias. A empresa possui um suporte muito bom por meio de um portal para os funcionários. Contras: Salário não é atrativo muito abaixo do mercado para o que é exigido do profissional, Maus gestores acredito que deveriam contratar melhores gestores para os seus projetos. Conselhos para presidência: Sejam mais criteriosos na escolha de seus gestores responsáveis pelos projetos! Existem muitos gestores e coordenadores que não cumprem o seu papel dentro da empresa, falta profissionalismo.   ",True
294,"Gerente de Operações - Ex-funcionário, saiu em 2016","Prós: Ótimos projetos de inclusão e acessibilidade. Empresa de renome no mercado de trabalho. Dá muita segurança ao trabalhador, sendo que dificilmente demite um funcionário. Contras: A empresa ficou um pouco defasada ao longo dos anos em relação a processos e modernização, sempre focou muito na entrega de produtos funcionais, mas deixou de investir em metodologias modernas e experiência do usuário, então está correndo atrás do prejuízo nos últimos 2 ou 3 anos. Conselhos para presidência: Valorizar mais os funcionários, não na questão salarial, mas na qualidade de vida em geral.   ",True
295,Web Developer,"Prós: É uma empresa muito dinâmica, está sempre mudando e com as mudanças vêm as oportunidades criando assim chances de evoluir internamente desde que se esteja preparado, é claro. Oferece aos funcionários um bom pacote de benefícios. Contras: A gestão parece estar perdida... Decisões equivocadas sendo tomados. Este não seria o problema, desde que se aprendesse com os erros. Mas, a permanência no erro é irritante. A guerra de egos e vaidades é perceptível. Conselhos para presidência: Reiterando o que foi dito nos pontos negativos, seria bom se houvesse um fim ou pelo uma diminuição nas vaidades. Foram tomadas decisões erradas no passado e a empresa insiste nos mesmos e apercepção que se tem, olhando de fora, é que a vaidade impera, impedindo que se possa enxergar outras soluções.   ",False
296,Atendente Júnior,"Prós: Bom ambiente de trabalho, gestão forte e parceira, bom portfólio de Clientes e Serviços, atuação Global o que traz grande solidez e oportunidades de aprendizado Contras: Infraestrutura deixa a desejar, pacote de benefícios abaixo do padrão de mercado, dificuldade de transitar entre departamentos (burocracia), lentidão para o plano de carreira Conselhos para presidência: extinguir a burocracia   ",False
297,Analista de Service Desk,"Prós: Estabilidade Benefícios (valor baixo mais têm) Pagamento em dia sempre Pessoas que trabalham lá não tem richa e s são bem unidos Embraer é um local muito bom a se trabalhar Contras: Falta plano de carreira, não tem nenhuma perspectiva de crescimento,porque ou contratam pessoas de fora para ocupar cargos melhores que o seu ou familiares de chefes Conselhos para presidência: Adotar um plano de carreira que realmente funciona e olhar para todas as empresas que a Sondait está,pois na Embraer deveria ter os melhores analistas devido a grandeza da empresa e isso só seria possível com o Reconhecimento dos profissionais de lá,que muita das vezes saem para outras empresas por pagarem um pouco mais   ",False
298,Analista de Testes,"Prós: A opção de poder fazer home office é o que mais agrada na empresa, permite que você tenha vida fora do trânsito caótico da cidade Contras: Não tem muita opção para crescimento de carreira, a empresa não tem crescido e não oferece boa visibilidade no momento   ",False
299,Finance Advisor,"Prós: Plano de carreira é incrivelmente abrangente, as pessoas em sua maioria sao bem intencionadas e estao sempre dispostas a auxiliar o proximo. Contras: Por vezes a carga de trabalho é incrivelmente alta. Nada alem do esperado para uma empresa multinacional que envolve milhoes de dolares em suas transacoes.   ",False
300,Analista de Suporte Júnior,"Prós: Ambiente de trabalho, horário flexível, localização, as pessoas se ajudam bastante. Contras: Salário abaixo do mercado, falta de documentação, tudo é prioridade, por possuir refeitório no local ficamos sem muita opção para almoçar. Conselhos para presidência: Dar mais valor aos funcionários mais antigos ao invés de contratar profissionais do mercado sem conhecimento do produto da empresa.   ",False
301,Sales Consultant,"Prós: Remuneração e flexibilidade para fazer Home Office. O salário variável é um grande incentivador e a possobilidade de ganhar dinheiro é factível. Contras: Pressão exagerada, dependendo do diretor sua vida pode ficar muito mais complicada. Nos períodos de fechamento a pressão é muito desproporcional, além dos conflitos internos no que diz respeito a oferta de produtos e comissionamento entre os profissionais que atendem o mesmo cliente. Muita concorrência interna. Conselhos para presidência: Melhorar a cultura da empresa, diminuir a pressão e rever as estratégias anuais para diminuir o turnover.   ",False
302,Estagiário,"Prós: Todos os compromissos firmados foram seguidos rigorosamente, o que a empresa diz que vai fazer ela realmente faz. Os salarios são competitivos de acordo com o mercado. Contras: Como trabalho fora da empresa, em um cliente! Me sinto totalmente abandonado! Não tenho nenhuma visibilidade para empresa o que limita em muito o meu crescimento. Conselhos para presidência: Conseguir avaliar a atuação dos profissionais alocados em clientes para gerar oportunidades ou mesmo poder reconhecer os bons profissionais e os maus.   ",False
303,Assistente Técnico de Suporte,"Prós: Uma empresa jovem e dinâmica, ambiente de trabalho excelente, ótimo trabalho em equipe, um ajuda o outro e tem ótimos benefícios. Contras: A falta de processos na empresa tornam as coisas um pouco lentas, não exite plano de carreira bem definido.   ",False
304,Analista de Recursos Sênior,"Prós: Benefícios, pessoas, flexibilidade, atenção com o funcionário, estabilidade, plano de carreira, oportunidade de cursos pela empresa e parceria. Opção bem bacana de trabalha de bermuda no verão e fazer trabalho remoto 1 vez por semana. Planos de internet e telefone da empresa muito bacana também. Contras: Distancia da minha casa, cobrança, trabalho sobre pressão, carga horária flexível porém muitíssimo puxada. Para cargos executivos há maior dificuldade de movimentos internos, exige um bom network.",False
305,Analista de Suporte N3,"Prós: A empresa abre bastante espaco para crescimento profissional, e aberta a diversidade e inclusao, oferece treinamentos para aprendizado em diversas áreas. Contras: Não oferecem mudança de uma cidade a outra a todos funcionários que dão qualificados, somente aos prediletos do mesmo, dessa forma desmerecendo quem realmente tem interesse de permanecer na empresa.   ",False
306,Estágio,"Prós: Vr va salario, premiação, ppr, horário flexivel. Salário em dia, motivação, ambiente saudável, gestão preparada, plano de carreira, plano de saude . Contras: Pressão, mas qualquer empresa nq área comercial, há pressão . Concorrência e pessoas que não cumprem as regras, pagamento da comissão somente em M2 .   ",False
307,Operador Auxiiar de Armazenamento,"Prós: Clima organizacional e qualidade dos produtos são o diferencial. Empresa consolidada no mercado com segurança para o funcionário. Benefícios compatíveis com o mercado. Contras: Não existe meritocracia e nem plano de carreira. A empresa é muito burocrática e isso dificulta a relação com o cliente final. É preciso se modernizar nesse sentido. Conselhos para presidência: O maior ponto negativo é que a empresa não tem plano de carreira.""",False
308,"Agente de Atendimento V - Ex-funcionário, saiu em 2018","Prós: Aprendizados, alta responsabilidade, equipes jovens e metodologia bem definida. Gestores jovens Equipes bem estruturadas Ambiente bom para trabalhar Contras: Não tem plano de carreira Não tem direito a bônus Trabalha sabados e feriados Não tem hora extra Beneficios ruins Salarios defasados Poucos treinamentos   ",True
309,Administração,"Prós: Empresa que reconhece seus colaboradores, faz de tudo para os funcionários terem uma experiencia incrível dentro da Empresa, pois conseguem faze-los se sentirem importantes dentro dela. Contras: VR abaixo da média. . ",False
310,"Coordenador - Ex-funcionário, saiu em 2017","Prós: Ótima relação com os funcionários, sempre fazendo melhorar a relação dp cliente com o atendimento, e a central sempre não ajudou para oq foi preciso Contras: Não há muitos pontos negativos, onde eu trabalhei foi em uma representante, e a única coisa chata era o salário super baixo, e a quantidade de reclamações de sinal dos clientes   ",True
311,"Analista Pleno - Ex-funcionário, saiu em 2017","Prós: A Accenture possui uma estrutura diferenciada com uma grande variedade de tecnologias e projetos em vários setores do mercado. Possui ótimos benefícios, plano de carreira e formas de valorização do colaborador. Contras: Sálario um pouco abaixo, quando comparada com outras grandes empresas do setor. Difícil de conciliar atividades extras com uma jornada desafiadora de trabalho.   ",True
312,Programador Júnior,"Prós: Estrutura boa, lugar bom de se trabalhar. Contras: Salário Ruim. Sem possibilidade de renegociação. Conselhos para presidência: Salario Rui,m   ",False
313,Analista Fiscal e Contábil,"Prós: O nome é bom para o currículo. O plano de saúde é muito bom e o vida link ajuda muito na hora de comprar remédios controlados. O prédio é bonito por fora Contras: Às vezes não tem lugar nem para sentar. Muitas áreas não tem projeto, você fica meses na geladeira esperando algo. O ambiente é velho, o salário é muito abaixo do mercado e você leva anos para subir na carreira. Tudo é enrolado, tudo é burocrático.   (5)",False
314,Funcionário,"Prós: Boa empresa, bons benefícios, bom salário e boas oportunidades. Proporciona ambiente de aprendizado e crescimento profissional dentro da empresa Contras: Muito favoritismo, falta de trabalho em equipe. As áreas não cooperam entre si e é muito difícil conseguir ajuda de outras equipes. Não há preocupação com o todom   ",False
315,Operador de Telemarketing Receptivo,"Prós: Benefício vale refeição, transporte fretado (empresa cliente), horas extras (raramente acontece). O nome Algar pra quem vê de fora sugere uma empresa melhor, mas na prática não é nada diferente como a maioria das empresas de TI, deixam a desejar. Contras: Funcionários que trabalham nos clientes da empresa são ""esquecidos"". Não possuem plano de carreira nem reconhecimento. Acúmulo de função. RH enrolado, gestores confusos, salário muito abaixo da média. Discrepância de salários em relação aos locais de trabalho embora realizem a mesma tarefa. Conselhos para presidência: Valorizar seus funcionários que estão longe do RH, que estão alocados nos clientes. Não há nenhum plano de carreira e com o tempo isso ja torna desestimulante. Somo contratados como Técnico de Suporte mas nos é atribuídas tarefas de analistas.   ",False
316,"Analista de Tecnologia - Ex-funcionário, saiu em 2014","Prós: Empresa oferece vários tipos de benefícios, quando termina o trabalho não precisa voltar pra base, possui alguns gerentes tranquilos e coisas. Contras: Todos benegócios são cobrados dos colaboradores, tem mais chefe que indio, muito desorganizados a equipe de bh, empresa que não reconhece seus funcionários. Conselhos para presidência: Reveja as equipes ociosas que se acham chefes.   ",True
317,Consultor Sênior,"Prós: Flexibilidade de horario. Possibilidade de engajamento em diferentes áreas. Contras: Falta de reconhecimento salarial. Aumenta a responsabilidade mas nao aumenta salário""",False
318,Gerente de Projetos (GP),"Prós: Respeito com as pessoas.Ambiente é maravilhoso. A política da empresa. Os valores. Tudo muito sólido. Os pilares bem definidos. Amo trabalhar na Dell Contras: Toda empresa tem oportunidades de melhoria. Eu nao saberia falar um ponto de melhoroa da Dell. A preocupação com o bem estar do funcionário começa no Onibus fretado e se espalha por tudo.""",False
319,"Analista de Suporte Pleno - Ex-funcionário, saiu em 2015","Prós: O convívio com algumas pessoas vale a pena. A localização da empresa é ótima, perto de tudo e em um bairro com muitas opções de almoço. O salário é sempre pago em dia. Contras: Equipe mal treinada, gerência péssima, autoritarismo excessivo, falta de educação por partes dos gerentes, alguns líderes não respeitam seus subordinados. Não existe meritocracia. Conselhos para presidência: Começar por uma reciclagem gerencial e de lideranças. Revendo o funcionamento e o processo de toda a empresa.   ",True
320,Senior Sales Consultant,"Prós: Empresa voltada a vendas e nenhum dia é igual ao outro. Ótimo para aprender e ganhar dinheiro. O Oracle dá muita liberdade e flexibilidade para realizar o trabalho. O ambiente é gostoso de se trabalhar, os benefícios são ótimos e a maquina de café e snicker é liberada (facil engerdar). Contras: Quem não gosta de pressão, não sobrevive. A emresa tem a cultura de ou você traz resultados rápidos ou você não serve para a companhia. Aqui cada dia do seu trabalho tem que render 200%.   ",False
321,Analista de Sistemas Júnior,"Prós: Salário e benefícios na média do mercado, funcionários do Rh dão um bom suporte para quem está alocado em clientes e há uma diversidade grande clientes Contras: Falta de feedback para funcionários alocados em clientes, eu que trabalho alocado em cliente, não tenho contato com a Resource e me sinto como funcionário do cliente e não dá Resource   ",False
322,Assistente Administrativo,"Prós: ambiente localizacao SPP hora extra Contras: burocracia e planejamento de atividades Conselhos para presidência: custos internos com processos burocraticos""",False
323,Analista de Telecom,"Prós: Cultura da empresa é ótima, com respeito a diversidade e iniciativas de inclusão. Benefícios são flexíveis e em geral muito bons, além de ter benefícios fixos. Contras: Tempo de escolha de benefícios é um pouco restrito, podendo ser trocado apenas uma vez por ano. Há alternância e mudanças nos níveis gerencias demasiadamente, o que atrapalha as vezes a continuidade de projetos.",False
324,"Operador de Teleatendimento - Ex-funcionário, saiu em 2009","Prós: Contato com diversas tecnologias, para quem tá iniciando sua carreira isso é ótimo pois você vai ter sempre em contato com o que a de mais novo no mercado e o que é mais antigo tambem. Contras: Por mais legal que a TIVIT seja ela e muito travada e ela te passa a intensão de querer ser uma empresa digital com as tecnologias mais atuais do mercado mas ela trava muito os processos.   ",True
325,"Consultor de Relacionamento - Ex-funcionário, saiu em 2018","Prós: É uma emoresa muito dinâmica, sem muitos entraves processuais e que se reinventa constantemente. Tem um bom pacote de benefícios. Apresenta muitas oportunidades internas de crescimento. Contras: Gestão de pessoas ainda é pouco evoluída. Falta uma cultura de feedback e de dedicação de tempo para a gestão de pessoas. Falta transparência em relação às faixas de remuneração de cada cargo.   ",True
326,"Assistente Comercial - Ex-funcionário, saiu em 2018","Prós: beneficios e ppr. Contras: não investe em incetivo pros colaboradores, coordenadores despreparados para lidar com pessoas, clima pesado.   ",True
327,Analista Comercial,"Prós: Muito aprendizado e oportunidade de crescimento, Para quem gosta de trabalhar. Ambiente descontraído e amistoso. Promoções internas frequentes e poucas vezes contrata pessoas de fora para posições maiores. Contras: Rotatividade muito alta, vale alimentação baixo. Apesar disso os salários são mais altos. Muitas pessoas sem o perfil do grupo 3G trabalhando lá. Conselhos para presidência: Entendo que os colaboradores muitas vezes precisam ter métricas mais claras de resultado e crescimento.   ",False
328,Agente de Atendimento Operacional,"Prós: Ser mulher com objetivo de crescer dentro de uma das empresas mais amadas é um super desafio, mas no Brasil o maior desafio é ser mulher e engravidar quando se busca crescimento dentro da empresa. Na Concentrix é diferente, faltam poucos dias para eu sair de licença maternidade e o respeito, cuidado e reconhecimento nos meus dias de trabalho só melhoraram. Nunca me excluiram de nada ao contrário, sempre me motivaram a seguir em frente e acredito que esse é um dos melhores pontos positivos dentro da Concentrix Barueri. Nunca me trataram com indiferença por ser uma gestante e tenho muito orgulho em contar isso aqui. Pois sei que quando eu voltar serei recebida de braços abertos com compressão e terei muito mais vontade de crescer. Empresa humana com pessoas humanas, espelho para muitas empresas que tem uma grade gigante de colaboradoras mulheres. Contras: Acredito que o sistema que não depende só deles e também as maquinas de trabalho. Até porque uma coisa leva a outra e sabemos o quão burocrático é resolver estes assuntos. Conselhos para presidência: Acredito que continuarem o trabalho humanizado já é o caminho certo. Continuem esse trabalho treinando pessoas e desenvolvendo oportunidades de crescimento como já vem ocorrendo.   ",False
329,"Analista de Atendimento de Lojas I - Ex-funcionário, saiu em 2014","Prós: Bons salários e benefícios, ótimo ambiente de trabalho, flexibilidade no horário, excelente RH, oportunidade de crescimento a longo prazo dentro da companhia. Contras: Atuação limitará a telefonia móvel, perdeu força no mercado com o fim da tecnologia Iden. Precisa melhorar o processo de gestão e justa meritocracia. Conselhos para presidência: Investir em rede e tecnologia para crescimento dentro do mercado 4G.   ",True
330,Analista de Operações Pleno,"Prós: Beneficios muito bons e completos, plano de carreira com oportunidades de coaching, treinamentos regulares (tanto online quanto presenciais). Contras: Carga horária pesada, indas e vindas em projetos de diversos períodos de alocação, trabalhar com tecnologias diversas que nem sempre serão de sua escolha.   ",False
331,Funcionário,"Prós: As pessoas que trabalham dentro da empresa. O horário é flexível. Temos oportunidades para tirar certificações. Dão vale refeição (apesar de ser pouco) aos estagiários. Tem plano de cargos e carreiras (porém minha célula não segue). Contras: Minha célula não têm plano de cargos e carreiras. Estão todos concentrados em SP, então a comunicação é fraquíssima com o pessoal das outras regiões. Por não ter planos de cargos e carreiras os profissionais acabam tendo que recorrer a outras vagas no mercado para poderem aumentar o próprio salário. Se preocupam pouco com o bem estar dos funcionários. Estão me segurando a quase 2 anos como estagiário. O comercial da minha célula não se preocupa em vender o serviço do meu setor, sinto como estivessem nos escanteando. Conselhos para presidência: Seria interessante que todas as celular fossem obrigadas a seguir um plano de cargos e carreiras mínimo, se quisessem acrescentar mais premiações poderiam, mas deveriam seguir um valor mínimo para cada cargo.   ",False
332,Estudante,"Prós: Benefícios e Nome na carteira. Contras: Crescimento Profissional.""",False
333,Especialista,"Prós: Ambiente de trabalho amigável, aconchegante. Uma ótima empresa para se trabalhar, localizada no tecnopuc e tem ótimos colegas de trabalhos para se trabalhar com Contras: Falta de documentação e organização em alguns produtos, que é um problema inerente de empresas grandes que crescem incorporando as pequenas. Conselhos para presidência: Documentar os produtos e código legado, para ajudar a curva de aprendizado   ",False
334,"Suporte Técnico - Ex-funcionário, saiu em 2016","Prós: Reconhecimento pelo bom empenho no trabalho. Feedback diário sobre pontos positivos e negativos para melhoramento pessoal. Boa relação com gestores. Prêmios semestrais atingidos pelos associados. Contras: Pouca resolução de reclamações feitas pelo funcionário. Após passar em um processo seletivo na empresa, há uma demora excessiva para alteração salarial fazendo com que o associado tenha as responsabilidades do novo cargo, porém com o salário do anterior. Conselhos para presidência: Ouvir mais os funcionários, fazendo com que os mesmos não fiquem com receio de represálias.   ",True
335,Funcionário,"Prós: Equipe proativa e competente. Pagamento de salário em dia. Escritório bem localizado Contras: Comunicação falha entre gestores e funcionários. Poucos clientes e projetos. .. Conselhos para presidência: Aumentar o leque de clientes. Melhorar a política de cargos e salários. Melhorar comunicação entre empresa e funcionários.""",False
336,Engenheiro de Software,"Prós: Benefícios. Estrutura administrativa. Escritórios bem equipados. Equipes muito bem preparadas. Contras: Excesso de burocracia nas atrividades do dia-a-dia.""",False
337,"Estagiário - Ex-funcionário, saiu em 2014","Prós: Bom e tudo muito organizado. Todo muito muito educado e deve-se ao fato do ambiente ser o mais legal eu já trabalhei até hoje, tive que sair por questões e saúde. Contras: Não tem muitos, porém o que tive que brigar muito foi pelas passagens de ônibus porque eu pegava dois ônibus para ir a eldorado do sul e eles só me pagavam por um ônibus. Mas tudo foi resolvido no final.   ",True
338,Funcionário,"Prós: Uma empresa de oportunidades, onde é aberta com sua diversidade. E apoio ao crescimento de conhecimentos das pessoas que tem ou não experiencia. Contras: Para processos, mesmo baseados em ITIL ainda são muito engessados. Elevando a insatisfação dos consumidores dos produtos. Nao tem setor de qualidade eficaz para testes dos produtos. A pressão demasiada para as áreas de pós atendimento, visto que muito pode ser corrigido na construção dos produtos idealizados.. Conselhos para presidência: Conhecer melhor a equipe de Pós atendimento. Investir na area de qualidade dos produtos.   ",False
339,"Executivo de Vendas - Ex-funcionário, saiu em 2016","Prós: Empresa inovadora e propicia a estrutura e remuneração adequada para realização dos trabalhos. Oferta de material para estudo é generosa e acessível. Contras: Ambiente extremamente político onde o relacionamento pode superar a meritocracia. A visão de carreira também não é acessível a todos. A cultura incentiva a falta de equilíbrio, com excesso de carga profissional em detrimento a vida pessoal. Conselhos para presidência: Uma gestão de carreira efetiva, balanceamento das atividades e uma cultura com maior incentivo e respeito ao equilíbrio entre vida pessoal e profissional. Incentivo prático, não só teórico.   ",True
340,Analista de Negócios I,"Prós: Flexibilidade, Localização (Unidade Paulista), aprendizado, ambiente saudável, oportunidade de se trabalhar com diversos clientes e diversas tecnologias. Contras: Modelo de Contratação é muito confuso, horas extras não são pagas e não existe banco de horas. Baixo investimento em capacitação dos funcionares.   ",False
341,Supervisor de Projetos,"Prós: ser uma empresa multinacional... e também ter mercado aberto na área Contras: O ponto principal é dizer que nao existe plano de carreira,ou seja, nao há expectativa nenhuma de crescimento para quem não tem um parente ou amigo com expressão dentro da empresa Conselhos para presidência: Motive seus funcionários com o que realmente importa!   ",False
342,Coordenador de Vendas,"Prós: Os benefícios são ótimos, em varias ocasiões recebemos bonificações que sempre salvam, sempre com oportunidade de crescimento e a empresa sempre pensa no funcionário Contras: Apesar de varias oportunidades de crescimento e aumento de cargo e salários, é complicado migrar de uma área pra outra dentro da empresa. Sair do setor de lojas por exemplo e ir para o inferno em marketing",False
343,"Técnico em Suporte Técnico - Ex-funcionário, saiu em 2018","Prós: Salário compatível com o mercado. A empresa cuida do funcionário com atenção a detalhes como dias comemorativos e aniversários. Acesso a vários cursos que agregam conhecimento ao funcionário. Contras: Acesso direto ao RH as vezes é difícil. Ficamos na dependência de terceiros quando estamos alocados em clientes. Já que os emails e ligações nem sempre são respondidos.""",True
344,"Consultor de Vendas - Ex-funcionário, saiu em 2018","Prós: Não ter que arcar com os custos de celular e o recebimento do ""kit mobilidade"" que constitui no laptop, fone, mouse, celular. oferta de estacionamento e vans a disposição também é um ótimo benefício. Contras: Não há integração, não há marcação de ponto o que implica no excesso diário de trabalho - em media 11hs; não há reembolso de mobilidade e o clima de uma possível demissão diária é constante. Conselhos para presidência: O excesso de demissões, o ambiente do call center, o nível intelectual dos funcionários, dentre outros, torna o ambiente desgastante e pesado!   ",True
345,Especialista de Serviços de Telecom,"Prós: Profissionais a muito tempo no mesmo cargo mostra certa estabilidade, marca consolidada no mercado, oportunidades de crescimento profissional e pessoal Contras: Os processos administrativos ou de vendas são muito lentos , a resposta ou tratativa são morosas e alguns colaboradores estão na zona de conforto.   ",False
346,"Operador de Logística - Ex-funcionário, saiu em 2015","Prós: O ambiente e a cultura da empresa são diferenciais! Empresa dinamica aonde as coisas mudam muito rapido! Um cardapio amplo de tecnologias a ser explorado, aonde o aprendizado é valido Contras: A empresa tem muita panela nas proprias areas de atuação, gerando uma tremenda falta de comunicação e colaboração de boas práticas, métodos. O que da a impressão que uma equipe quer se sobressair à outra. Retendo o conhecimento. Dessa forma muita gente reinventa a roda e fica presa ao seu mundinho. Outro ponto negativo é que a empresa é de grande porte na America Latina e os benefícios são fraquíssimos, a nao ser o plano medico que é ótimo! Conselhos para presidência: Tirem de vez da cabeça de vocês que existe um perfil ao modo B2W de trabalhar! Chegou a hora de segurar mais os talentos! Se o funcionario saiu não é porque ele não cabe ao perfil B2W e sim porque vocês pecam na hora de valorizar algum talento. Existem areas de tecnologia em comum que foram apartadas para cada setor do BIT. Existe uma falta de comunicação terrivel! Cada um quer viver no seu quintal, retendo conhecimento e reinventando a roda! Incentivem a integração dessas areas que antes eram únicas na companhia e que estao atuando separadamente. E por ultimo, por que não repensar uma política de distribuição de lucros para analistas??? Uma empresa desse porte tem SIM condições de economizar com algumas coisas e dar uma PLR para o funcionario.   ",True
347,Agente de Atendimento,"Prós: Empresa com ótimo ambiente, possibilidade de crescimento, time engajado e motivado. Ambiente de diversidade, respeito à todos os colaboradores. Contras: Não existem pontos negativos para empresa. Poderiam rever algumas questões pequenas quanto por se tratar de uma start-up, porém nada significativo.   ",False
348,Executivo de Negócios,"Prós: A empresa dá muitas oportunidades de crescer, é um bom lugar para se desenvolver, e conhecer pessoas de muitos paizes diferentes, é uma grande experiencia. Contras: Está passando por um momento de cortes, foi incorporada recentemente, o que tem causado cortes de pessoal e orçamento, de forma geral se trabalha muito aqui.   ",False
349,Suporte Técnico,"Prós: Espaço para aprendizado, a possibilidade de atuar em diversos projetos permite conhecer indústrias e skills diferentes a todo momento. Além do investimento no desenvolvimento que apropria empresa faz. Contras: Competição às vezes desleal, potencialiAdo pelo processo de avaliação e remuneração variável. Desmotiva aqueles que são menos arrojados na autopromocao.   ",False
350,Analista de Sistemas Pleno,"Prós: O unico ponto positivo que obtive na empresa foi as amizades que eu fiz, porque para trabalhar nessa empresa tem que ser unido com sua equipe ou voce despenca Contras: O RH é uma bagunça, atraso de pagamento de reembolso, pagamento de beneficios errado, para querer ter plano de carreira tem que puxar o saco de alguem , salario minusculo para muito trabalho , se voce nao toma cuidado voce acaba exercendo funcoes a mais do que apresenta seu contrato e eles nao aumentam seu salario e nem o cargo muda e se voce reclama é motivo de demissao, se voce reclama seus beneficios quando eles fazem cagada e voc reclama no dia seguinte voce ja assina sua demissao, aconteceu com varias pessoas que trabalhavam comigo. Conselhos para presidência: Começa a olhar os funcionarios existem bons funcionarios e voces estao perdendo isso por coisas bestas.   ",False
351," - Ex-funcionário, saiu em 2016","Prós: Apenas os colegas de trabalho, e mesmo assim alguns. ambiente do projeto em q fiquei era bacana, o trabalho em si era satisfatorio, consegui aprender bastante Contras: Gerentes totalmente despreparados para o cargo, dificuldade de promoção na empresa devido a burocracia e favorecimentos, filiada a sindicato do comercio e não ao sindepd   ",True
352,Analista Sênior,"Prós: Instalações da empresa são bem legais, tem cozinha e máquina de café. Tambem tem estacionamento. Empresa líder no setor. Plano de saúde e odontológico Contras: Muita burocracia, falta de gestão mais próxima. Salário a baixo do mercado, ambiente de trabalho bem complicado. Falta flexibilidade de horário.   ",False
353,"BackOffice - Ex-funcionário, saiu em 2015","Prós: Pagamento em dia, somente isso Contras: Demora para solução com RH erro de pagamento e beneficios, E nao ha transparecia com os coordenadores pois ficam em outro estado. Pior que funcionarios novos entram ganhando ate mais que os antigos e pessoas sem experiencia profissional Conselhos para presidência: Revisar todas pessoas que estao acima como gerente, coordenadores e supervisao. POis ao entra me informação que sou um associado da empresa e nao e que acontece na real   ",True
354,Analista de Suporte Executivo,"Prós: Uma grande empresa que te entrega muitos benefícios e te permite entender o que ela pretende fazer para os fornecedores que vc esta alocado o que é muito bom! Contras: Uma empresa grande que te proporciona grande aprendizado organizacional. Trabalhei alocada em Fornecedor então fiquei mais absorvida pela cultura do cliente do que da própria empresa""",False
355,"Analista de Projetos - Ex-funcionário, saiu em 2014","Prós: Ambiente, localidade, trabalho Contras: Pessoas,gerentes, coordernadores   ",True
356," - Ex-funcionário, saiu em 2001","Prós: Cultura Norte americana com forte direcionamento no alcance de metas, objetivos e espírito de equipe. Empresa líder em seu segmento de atuação. Contras: Modelo de gestão, que em certos momentos acaba por trazer uma desmotivação as equipes, principalmente junto aquelas que fazem parte de times de vendas.   ",True
357,Analista de Suporte a Sistemas,"Prós: Ambiente, horário flexível, forma de tratar os colaboradores com muitos eventos em dias como dia das crianças,Páscoa etc... Organização da empresa como um todo . Contras: A empresa não possui um plano de carreia robusto e com oportunidades constantes de crescimento , remuneração baixa Conselhos para presidência: Continuar com a organização e estratégias de negócios que vem dando certo e replanejar o plano de carreira nos departamentos. ",False
